latitude,longitude,attacktype1,nwk
32.483389,69.626894,3,6
32.483389,69.626894,3,3
32.483389,69.626894,3,0
32.483389,69.626894,3,10
32.483389,69.626894,3,6
32.483389,69.626894,3,11
32.483478,44.433315,3,15
32.483494,44.433269,1,2
32.483494,44.433269,2,3
32.483494,44.433269,2,1
32.483494,44.433269,2,3
32.483494,44.433269,3,52
32.483494,44.433269,3,0
32.483494,44.433269,3,155
32.483494,44.433269,3,34
32.483494,44.433269,3,40
32.483494,44.433269,3,38
32.483494,44.433269,3,41
32.483494,44.433269,3,112
32.483494,44.433269,3,0
32.483494,44.433269,3,0
32.483494,44.433269,3,292
32.483494,44.433269,3,2
32.483494,44.433269,3,49
32.483494,44.433269,3,150
32.483494,44.433269,3,0
32.483494,44.433269,3,2
32.483494,44.433269,3,4
32.483494,44.433269,3,1
32.483494,44.433269,3,28
32.483494,44.433269,3,1
32.483494,44.433269,3,5
32.483494,44.433269,3,0
32.483494,44.433269,3,0
32.483494,44.433269,3,8
32.483494,44.433269,3,6
32.483494,44.433269,3,130
32.483494,44.433269,3,2
32.483494,44.433269,3,1
32.483494,44.433269,3,6
32.483494,44.433269,6,11
32.483494,44.433269,8,0
32.483542,44.433394,3,9.5
32.483615,44.433689,3,10
32.483866,44.433243,3,66
32.486597,44.548645,2,16
32.486667,20.833889,3,0
32.488988,3.678761,2,21
32.489167,62.065,3,4
32.489167,62.065,3,7
32.489167,62.065,6,2
32.489819,67.476772,3,6
32.492461,35.052817,7,0
32.493537,74.530343,3,5
32.493537,74.530343,3,42
32.493537,74.530343,3,82
32.495224,62.260232,3,3
32.495328,62.262663,1,1
32.495328,62.262663,2,12
32.495328,62.262663,2,6
32.495328,62.262663,2,2
32.495328,62.262663,2,1
32.495328,62.262663,2,2
32.495328,62.262663,2,4
32.495328,62.262663,2,0
32.495328,62.262663,3,23
32.495328,62.262663,3,7
32.495328,62.262663,3,5
32.495328,62.262663,6,4
32.495328,62.262663,6,1
32.495328,62.262663,6,1
32.495328,62.262663,7,0
32.495328,62.262663,7,0
32.495328,62.262663,9,1
32.495328,62.262663,9,0
32.495328,62.262663,9,1
32.49538,62.262914,3,6
32.495833,67.394167,3,5
32.501659,45.81879,2,5
32.501659,45.81879,3,16
32.502431,45.820673,3,5
32.50281,67.415452,1,3
32.50281,67.415452,2,1
32.50281,67.415452,2,7
32.50281,67.415452,2,13
32.50281,67.415452,2,7
32.50281,67.415452,3,10
32.50281,67.415452,6,0
32.503611,44.313056,3,7
32.50368,67.475491,2,5
32.50368,67.475491,3,0
32.50368,67.475491,3,19
32.50368,67.475491,6,1
32.50368,67.475491,9,2
32.504028,45.823368,3,18
32.504618,45.822932,3,33
32.505129,62.027206,3,5
32.505129,63.766966,2,104
32.505556,45.824722,1,1
32.505556,45.824722,1,0
32.505556,45.824722,2,0
32.505556,45.824722,2,8
32.505556,45.824722,2,36
32.505556,45.824722,2,1
32.505556,45.824722,2,1
32.505556,45.824722,2,2
32.505556,45.824722,2,1
32.505556,45.824722,2,1
32.505556,45.824722,2,1
32.505556,45.824722,2,2
32.505556,45.824722,2,2
32.505556,45.824722,2,1
32.505556,45.824722,2,0
32.505556,45.824722,2,1
32.505556,45.824722,2,1
32.505556,45.824722,2,3
32.505556,45.824722,2,1
32.505556,45.824722,2,1
32.505556,45.824722,2,1
32.505556,45.824722,2,1
32.505556,45.824722,3,5
32.505556,45.824722,3,3
32.505556,45.824722,3,4
32.505556,45.824722,3,3
32.505556,45.824722,3,4
32.505556,45.824722,3,0
32.505556,45.824722,3,2
32.505556,45.824722,3,6
32.505556,45.824722,3,62
32.505556,45.824722,3,129
32.505556,45.824722,3,0
32.505556,45.824722,3,0
32.505556,45.824722,3,1
32.505556,45.824722,3,108
32.505556,45.824722,3,0
32.505556,45.824722,3,0
32.505556,45.824722,3,32
32.505556,45.824722,3,12
32.505556,45.824722,3,18
32.505556,45.824722,3,0
32.505556,45.824722,3,17
32.505556,45.824722,6,0
32.505708,45.824547,3,18
32.506143,45.824461,3,29
32.506143,45.824461,3,5
32.506143,45.824461,3,26
32.507639,63.769538,2,1
32.507639,63.769538,2,2
32.507639,63.769538,2,55
32.507639,63.769538,2,32
32.507639,63.769538,3,12
32.507639,63.769538,3,17
32.507639,63.769538,3,0
32.507639,63.769538,3,5
32.507639,63.769538,3,6
32.507639,63.769538,3,2
32.507639,63.769538,9,7
32.50766,68.714964,3,0
32.509722,68.855833,2,30
32.509722,68.855833,3,7
32.509722,68.855833,7,0
32.509762,62.027206,3,5
32.511155,75.210425,3,0
32.511204,62.163443,2,1
32.511204,62.163443,2,4
32.512468,44.659809,3,0
32.515002,69.290848,3,0
32.515069,69.288527,3,0
32.515069,69.288527,3,0
32.515165,69.282938,3,9
32.518333,70.025556,3,3
32.518338,70.025203,3,1
32.51899,70.025246,3,15
32.519241,67.416481,1,4
32.519241,67.416481,1,1
32.519241,67.416481,2,1
32.519241,67.416481,2,1
32.519241,67.416481,2,2
32.519241,67.416481,2,6
32.519241,67.416481,3,23
32.519241,67.416481,3,0
32.519241,67.416481,3,1
32.519241,67.416481,3,0
32.519241,67.416481,3,1
32.519241,67.416481,3,1.66
32.519241,67.416481,3,9
32.519241,67.416481,3,2
32.519241,67.416481,6,2
32.519241,67.416481,6,0
32.519241,67.416481,6,4
32.519241,67.416481,7,2
32.519241,67.416481,9,4
32.519329,36.49424,3,8
32.522301,67.414352,6,0
32.523056,62.888056,2,7
32.523233,69.791287,2,12
32.523575,14.414111,2,0
32.526028,70.606808,3,0
32.526124,69.256501,3,0
32.526124,69.256501,3,2
32.526944,44.343889,6,0
32.526996,74.096084,3,1
32.528579,45.814308,3,5
32.529027,66.712915,2,3
32.530279,73.973086,2,2
32.532975,65.999499,2,1
32.533333,66,3,3
32.533489,-117.018204,2,4
32.533489,-117.018204,6,7
32.535056,65.997144,3,2
32.537552,41.921997,3,10
32.539722,44.414722,3,40
32.539722,44.414722,3,0
32.54286,44.251455,3,10
32.54334,70.727019,6,0
32.544167,44.219722,3,0
32.544931,45.82271,3,22
32.546118,70.723126,3,0
32.546259,70.716847,2,3
32.546813,70.71466,2,5
32.548356,65.951199,3,4
32.548356,65.951199,3,3
32.548356,65.951199,3,2
32.548356,65.951199,3,1
32.548356,65.951199,3,3
32.54855,44.545441,3,3
32.5487,45.416861,3,16
32.552891,36.188965,3,5
32.553325,75.110752,3,7
32.5539,72.131987,2,102
32.556074,41.922112,2,4
32.556074,41.92852,6,0
32.556652,75.116272,3,0
32.559761,41.919646,6,3
32.559761,41.919647,1,3
32.559761,41.919647,1,0
32.559761,41.919647,1,4
32.559761,41.919647,2,0
32.559761,41.919647,2,2
32.559761,41.919647,2,14
32.559761,41.919647,2,7
32.559761,41.919647,3,2
32.559761,41.919647,3,40
32.559761,41.919647,3,1
32.559761,41.919647,3,0
32.559761,41.919647,3,1
32.559761,41.919647,3,2
32.559761,41.919647,3,0
32.559761,41.919647,3,1
32.559761,41.919647,3,0
32.559761,41.919647,3,5
32.559761,41.919647,3,0
32.559761,41.919647,6,5
32.559835,41.919696,3,3
32.563995,69.832404,2,3
32.563995,69.832404,3,5
32.566985,67.150955,3,6
32.568071,36.009908,1,0
32.568611,69.83,2,4
32.568611,69.83,3,3
32.568611,69.83,3,1
32.568611,69.83,9,5
32.568612,69.83,2,1
32.568711,35.827996,2,17
32.568896,70.74807,3,0
32.569818,74.074947,2,2
32.570144,69.457412,3,5
32.571111,69.785278,3,1
32.572323,74.076622,3,14
32.572323,74.076622,3,0
32.572323,74.076622,3,0
32.573797,74.078939,2,6
32.574592,70.717392,3,0
32.580222,69.822302,3,1
32.580577,65.993058,3,5
32.583849,44.559631,3,44
32.585838,71.092152,3,12
32.586019,73.48908,3,0
32.5875,69.810833,9,2
32.594841,70.59715,3,0
32.600288,67.495324,6,1
32.600351,70.861048,3,0
32.600351,70.861048,3,0
32.601174,65.395812,3,3
32.601494,70.915691,3,0
32.601768,70.914772,2,6
32.601768,70.914772,3,0
32.601768,70.914772,3,0
32.601768,70.914772,3,0
32.601768,70.914772,3,0
32.601768,70.914772,3,1
32.601768,70.914772,3,2
32.601768,70.914772,3,0
32.601768,70.914772,3,0
32.601768,70.914772,3,0
32.601768,70.914772,3,0
32.601768,70.914772,3,0
32.601768,70.914772,6,0
32.602409,45.752098,3,0
32.602409,45.752098,3,0
32.602409,45.752098,3,20
32.602409,45.752098,5,0
32.602409,45.752098,7,0
32.603077,64.890852,2,9
32.604769,65.955917,3,3
32.604797,70.912751,3,5
32.60598,74.730781,3,0
32.60665,70.929335,6,0
32.608724,69.830275,3,1
32.610493,35.287922,2,1
32.611717,62.520332,3,1
32.612195,44.02211,3,16
32.612773,44.020629,3,0
32.613782,69.508331,3,8
32.613992,44.025046,3,149
32.614261,44.024993,3,14
32.614261,44.024993,3,0
32.614261,44.024993,3,0
32.614261,44.024993,3,0
32.614261,44.024993,3,0
32.614261,44.024993,3,59
32.6143,44.02483,3,61
32.6143,44.02483,3,27
32.6143,44.02483,3,20
32.6143,44.02483,3,0
32.6143,44.02483,3,21
32.6143,44.02483,3,13
32.6143,44.02483,3,14
32.6143,44.02483,3,5
32.6143,44.02483,3,19
32.614481,44.024968,1,3
32.614481,44.024968,1,3
32.614481,44.024968,1,0
32.614481,44.024968,1,3
32.614481,44.024968,2,1
32.614481,44.024968,2,2
32.614481,44.024968,2,35
32.614481,44.024968,2,3
32.614481,44.024968,2,25
32.614481,44.024968,2,174
32.614481,44.024968,2,11
32.614481,44.024968,2,2
32.614481,44.024968,2,2
32.614481,44.024968,3,343
32.614481,44.024968,3,2
32.614481,44.024968,3,38
32.614481,44.024968,3,90
32.614481,44.024968,3,39
32.614481,44.024968,3,9
32.614481,44.024968,3,0
32.614481,44.024968,3,25
32.614481,44.024968,3,49
32.614481,44.024968,3,204
32.614481,44.024968,3,247
32.614481,44.024968,3,4
32.614481,44.024968,3,0
32.614481,44.024968,3,7
32.614481,44.024968,3,30
32.614481,44.024968,3,105
32.614481,44.024968,3,17
32.614481,44.024968,3,8
32.614481,44.024968,3,4
32.614481,44.024968,3,13
32.614481,44.024968,3,4
32.614481,44.024968,3,65
32.614481,44.024968,3,1
32.614481,44.024968,3,5
32.614481,44.024968,3,6
32.614481,44.024968,3,5
32.614481,44.024968,3,7
32.614481,44.024968,3,44
32.614481,44.024968,3,31
32.614481,44.024968,3,0
32.614481,44.024968,3,45
32.614481,44.024968,3,0
32.614481,44.024968,3,31
32.614481,44.024968,3,181
32.614481,44.024968,3,66
32.614481,44.024968,3,74
32.614481,44.024968,3,53
32.614481,44.024968,3,30
32.614481,44.024968,3,43
32.614481,44.024968,3,200
32.614481,44.024968,3,117
32.614481,44.024968,3,7
32.614481,44.024968,3,5
32.614481,44.024968,3,94
32.614481,44.024968,6,0
32.614481,44.024968,6,0
32.614481,44.024968,7,4
32.614508,44.024566,3,0
32.614653,44.023561,3,14
32.617762,69.515765,2,3
32.618583,63.67318,3,1
32.61881,65.449498,2,9
32.619932,63.672104,2,4
32.620653,69.839388,3,2
32.620653,69.839388,3,2
32.621449,44.025249,3,29
32.623739,65.456432,1,3
32.623739,65.456432,1,2
32.623739,65.456432,1,7
32.623739,65.456432,2,2
32.623739,65.456432,2,5
32.623739,65.456432,3,60
32.623739,65.456432,3,10
32.623739,65.456432,3,33
32.623739,65.456432,3,5
32.623739,65.456432,3,2
32.623813,65.456374,3,2
32.623813,65.456374,3,5
32.623813,65.456374,3,2
32.623813,65.456374,3,0
32.623813,65.456374,3,8
32.6245,36.105221,1,4
32.6245,36.105221,3,23
32.6245,36.105221,3,1
32.6245,36.105221,3,6
32.6245,36.105221,3,4
32.6245,36.105221,3,11
32.624582,36.105221,3,26
32.625,62.488056,2,3
32.625,62.488056,2,11
32.625,62.488056,3,4
32.625149,62.479768,2,8
32.625149,62.479768,2,3
32.625149,62.479768,2,3
32.625149,62.479768,2,3
32.625149,62.479768,2,4
32.625149,62.479768,2,2
32.625149,62.479768,2,4
32.625149,62.479768,2,3
32.625149,62.479768,2,3
32.625149,62.479768,2,3
32.625149,62.479768,2,3
32.625149,62.479768,3,4
32.625149,62.479768,3,8
32.625149,62.479768,3,0
32.625149,62.479768,3,4
32.625149,62.479768,3,3
32.625149,62.479768,3,15
32.625149,62.479768,3,4
32.625149,62.479768,3,2
32.625149,62.479768,3,11
32.625149,62.479768,3,3
32.625149,62.479768,6,0
32.625149,62.479768,6,0
32.625149,62.479768,6,4
32.625149,62.479768,6,0
32.625149,62.479768,7,0
32.625149,62.479768,7,0
32.625149,62.479768,9,3
32.625149,62.479768,9,2.67
32.625149,62.479769,6,0
32.62515,62.479768,2,0
32.625335,44.025134,3,17
32.625424,65.456529,3,2
32.625483,62.482928,6,0
32.625608,65.461403,3,7
32.626075,65.872822,3,1
32.626198,36.106739,3,0
32.627227,70.582672,6,0
32.627232,36.109572,3,20
32.628822,62.475616,3,7
32.629444,62.489444,2,3
32.629444,62.489444,2,5
32.629978,65.884125,2,1
32.629978,65.884125,2,1
32.629978,65.884125,2,5
32.629978,65.884125,2,1
32.629978,65.884125,2,6
32.629978,65.884125,3,11
32.629978,65.884125,3,2
32.629978,65.884125,3,9
32.629978,65.884125,3,2
32.629978,65.884125,3,3
32.629978,65.884125,3,2
32.629978,65.884125,3,5
32.629978,65.884125,3,2
32.629978,65.884125,3,14
32.629978,65.884125,3,2
32.629978,65.884125,3,4
32.629978,65.884125,3,4
32.629978,65.884125,3,5
32.629978,65.884125,3,1
32.629978,65.884125,3,4
32.629978,65.884125,3,8
32.629978,65.884125,3,1
32.629978,65.884125,3,13
32.629978,65.884125,3,2
32.630123,62.476646,2,16
32.630883,66.767491,1,1
32.630883,66.767491,2,8
32.630986,35.349399,7,0
32.638292,45.201259,3,3
32.640755,65.570785,1,2
32.640755,65.570785,3,1
32.640755,65.570785,3,4
32.640755,65.570785,3,15
32.640755,65.570785,3,18
32.640755,65.570785,3,6
32.640755,65.570785,3,3
32.640755,65.570785,3,4
32.640755,65.570785,6,3
32.640802,13.266348,1,1
32.640953,44.618975,3,6
32.643856,62.478878,3,1
32.646737,73.508827,2,22
32.648879,70.876064,3,0
32.652032,44.625464,3,2
32.652032,44.625464,3,3
32.652032,44.625464,3,2
32.652032,44.625464,3,10
32.6525,65.486944,1,2
32.653251,44.62625,3,10
32.655556,65.959722,3,3
32.656294,74.784167,3,0
32.657876,69.87133,3,0
32.659576,62.11441,3,4
32.659576,62.11441,3,9
32.660825,70.631018,3,0
32.660833,44.407778,3,1
32.661036,44.407655,2,8
32.661036,44.407655,2,2
32.661036,44.407655,2,1
32.661036,44.407655,3,20
32.661036,44.407655,3,24
32.661036,44.407655,3,11
32.661036,44.407655,3,7
32.661036,44.407655,3,0
32.661036,44.407655,3,83
32.661036,44.407655,3,11
32.661036,44.407655,3,14
32.661036,44.407655,3,1
32.661036,44.407655,3,4
32.661036,44.407655,3,64
32.665246,13.152509,2,0
32.665302,65.906955,3,5
32.665709,65.906522,3,1
32.666404,65.903629,1,3
32.666404,65.903629,1,8
32.666404,65.903629,1,7
32.666404,65.903629,1,3
32.666404,65.903629,2,5
32.666404,65.903629,2,4
32.666404,65.903629,2,4
32.666404,65.903629,2,3
32.666404,65.903629,2,18
32.666404,65.903629,2,4
32.666404,65.903629,3,10
32.666404,65.903629,3,14
32.666404,65.903629,3,5
32.666404,65.903629,3,5
32.666404,65.903629,3,7
32.666404,65.903629,3,10
32.666404,65.903629,3,3
32.666404,65.903629,3,12
32.666404,65.903629,3,11
32.666404,65.903629,3,4
32.666404,65.903629,3,6
32.666404,65.903629,3,3
32.666404,65.903629,3,5
32.666404,65.903629,3,5
32.666404,65.903629,3,7
32.666404,65.903629,3,2
32.666404,65.903629,3,36
32.666404,65.903629,3,5
32.666404,65.903629,3,0
32.666404,65.903629,3,3
32.666404,65.903629,3,18
32.666404,65.90363,1,1
32.666404,65.90363,3,4
32.666404,65.90363,3,4
32.666404,65.90363,6,2
32.666681,65.907893,3,4
32.667476,69.859741,2,13
32.667476,69.859741,2,2
32.667476,69.859741,2,14
32.667476,69.859741,2,2
32.667476,69.859741,3,0
32.667476,69.859741,3,0
32.667476,69.859741,3,1
32.667476,69.859741,3,3
32.667476,69.859741,3,26
32.667476,69.859741,3,3
32.667476,69.859741,3,2
32.667476,69.859741,6,0
32.667476,69.859741,6,28
32.667476,69.859741,6,0
32.668056,68.48,2,6
32.674375,71.281249,3,1
32.676951,61.981323,3,10
32.677064,67.71391,2,0
32.677064,67.71391,6,0
32.677064,67.71391,6,5
32.677851,61.981391,2,8
32.677851,61.981391,2,3
32.677851,61.981391,2,1
32.677851,61.981391,3,0
32.677851,61.981391,3,6
32.677851,61.981391,6,0
32.677851,61.981391,6,2
32.677851,61.981391,6,0
32.677851,61.981391,6,0
32.677851,61.981391,6,8
32.677851,61.981391,7,1
32.677851,61.981391,7,0
32.677851,61.981391,7,0
32.678611,66.511944,6,0
32.680996,44.282348,3,17
32.6825,70.818611,3,0
32.683333,68.233333,3,6
32.684554,70.009858,3,13
32.685556,68.237778,3,2
32.685556,68.237778,3,20
32.686396,74.134292,1,1
32.687344,44.509415,3,0
32.687364,70.507501,6,0
32.687926,69.832993,3,3
32.687926,69.832993,3,4
32.687926,69.832993,3,6
32.687926,69.832993,6,3
32.687926,69.832993,6,1
32.687931,62.724867,2,4
32.689821,68.327033,3,4
32.689845,62.732388,1,3
32.689845,62.732388,2,4
32.689845,62.732388,3,4
32.689845,62.732388,3,11
32.689845,62.732388,3,7
32.689845,62.732388,3,3
32.689845,62.732388,3,5
32.689845,62.732388,3,8
32.689845,62.732388,3,6
32.689845,62.732388,9,9
32.689845,62.732388,9,7
32.689845,62.732388,9,4
32.689845,62.732388,9,9
32.690243,62.733092,2,21
32.690393,69.833593,9,3
32.690541,66.150537,3,1
32.691399,62.7284,2,5
32.6941,69.837393,3,0
32.694271,69.837303,3,16
32.695,70.773611,3,0
32.697177,44.48596,3,3
32.699489,45.751648,3,21
32.703582,70.024262,3,25
32.70373,74.855659,3,6
32.706268,36.566071,3,50
32.706589,67.196479,3,3
32.707578,69.33187,9,3
32.708666,69.335432,3,4
32.708666,69.335432,3,3
32.713954,70.730491,3,0
32.715364,69.281948,2,8
32.715659,69.281794,3,2
32.715695,-117.161719,3,0
32.715695,-117.161719,3,0
32.715695,-117.161719,7,0
32.715695,-117.161719,7,0
32.715785,69.281793,2,1
32.715785,69.281793,3,3
32.715785,69.281793,3,8
32.715785,69.281793,3,17
32.715785,69.281793,3,6
32.715785,69.281793,3,5
32.715785,69.281793,3,9
32.715785,69.281793,3,84
32.715785,69.281793,3,17
32.715785,69.281793,3,15
32.715785,69.281793,9,5
32.716411,67.444448,2,6
32.732875,66.267313,2,2
32.733056,69.093611,3,7
32.733333,65.283333,3,2
32.7334,66.26788,3,4
32.740789,67.624498,3,0
32.740789,67.624498,3,4
32.740789,67.624498,6,4
32.74082,67.62439,3,0
32.741089,66.29187,6,3
32.742599,69.521949,3,14
32.743538,69.296856,3,9
32.745556,68.904722,3,3
32.747617,67.60778,7,0
32.748446,44.609628,3,7
32.748529,44.611562,3,2
32.749005,44.612996,1,4
32.750323,41.94397,2,3
32.751111,36.305278,2,6
32.751478,68.569579,3,3
32.751478,68.569579,3,4
32.756944,12.376111,1,3
32.759562,41.878052,3,4
32.760212,45.172949,3,4
32.760753,22.638512,2,2
32.760753,22.638512,3,4
32.760753,22.638512,3,0
32.761484,68.392382,3,4
32.762449,22.63936,7,0
32.762594,22.639376,1,1
32.763027,62.638335,3,2.32
32.763171,22.638088,2,1
32.763171,22.638088,3,0
32.763821,22.63924,1,1
32.763821,22.63924,1,0
32.763821,22.63924,1,1
32.763821,22.63924,1,1
32.763821,22.63924,1,1
32.763821,22.63924,1,1
32.763821,22.63924,2,1
32.763821,22.63924,2,1
32.763821,22.63924,2,1
32.763821,22.63924,2,4
32.763821,22.63924,3,0
32.763821,22.63924,3,0
32.763821,22.63924,3,0
32.763821,22.63924,3,0
32.763821,22.63924,3,0
32.763821,22.63924,3,0
32.763821,22.63924,3,0
32.763821,22.63924,6,0
32.763821,22.63924,6,1
32.764302,22.641584,2,2
32.766389,21.741667,2,0
32.766389,21.741667,3,3
32.766389,21.741667,3,0
32.766667,22.633333,1,1
32.769378,44.300598,1,0
32.769667,69.073398,9,11
32.77,22.64,1,1
32.77,22.64,2,1
32.770316,44.286647,2,7
32.770533,69.074281,3,8
32.771313,69.07318,3,0
32.771313,69.07318,3,4
32.771313,69.07318,6,0
32.771313,69.07318,6,0
32.771985,70.464658,3,8
32.774718,44.289909,3,13
32.775151,44.288635,3,3
32.775224,44.289995,3,3
32.775542,44.301356,3,13
32.775542,44.301356,3,7
32.775657,44.289222,3,20
32.77578,44.300991,3,5
32.77578,44.300991,3,5
32.77578,44.300991,3,3
32.77578,44.300991,3,11
32.77578,44.300991,3,15
32.77578,44.300991,3,91
32.777068,44.291001,3,15
32.777068,44.291001,3,1
32.77789,61.656727,6,0
32.77789,61.656727,6,0
32.778471,44.28981,3,88
32.778606,44.289964,3,14
32.778611,44.29,1,1
32.778611,44.29,1,0
32.778611,44.29,2,6
32.778611,44.29,2,12
32.778611,44.29,2,1
32.778611,44.29,2,1
32.778611,44.29,2,6
32.778611,44.29,3,23
32.778611,44.29,3,39
32.778611,44.29,3,5
32.778611,44.29,3,136
32.778611,44.29,3,81
32.778611,44.29,3,27
32.778611,44.29,3,0
32.778611,44.29,3,2
32.778611,44.29,3,5
32.778611,44.29,3,3
32.778611,44.29,3,36
32.778611,44.29,3,1
32.778611,44.29,3,2
32.778611,44.29,3,230
32.778611,44.29,3,2
32.778611,44.29,3,20
32.778611,44.29,3,143
32.778611,44.29,3,54
32.778611,44.29,3,2
32.778611,44.29,3,42
32.778611,44.29,3,31
32.778611,44.29,3,6
32.778611,44.29,3,6
32.778611,44.29,3,19
32.778611,44.29,3,10
32.778611,44.29,3,6
32.778611,44.29,3,12
32.778611,44.29,3,17
32.778611,44.29,3,1
32.778611,44.29,3,7
32.778611,44.29,3,14
32.778611,44.29,3,1
32.778611,44.29,3,3
32.778611,44.29,3,1
32.778611,44.29,3,61
32.778611,44.29,6,2
32.778611,44.29,6,0
32.778659,44.291644,3,12
32.778745,44.289783,3,17
32.781111,69.329167,2,2
32.781788,66.546089,3,8
32.798611,70.506389,2,6
32.798611,70.506389,3,4
32.8,70.483333,2,7
32.8,70.483333,2,0
32.8,70.483333,3,0
32.80019,70.506978,3,0
32.801389,67.746389,2,2
32.803902,65.94912,3,2
32.805278,44.236667,3,0
32.805696,45.074665,3,5
32.8058,35.851171,6,0
32.809399,72.375193,2,1
32.809399,72.375193,3,0
32.809399,72.375193,4,1
32.812872,67.767124,6,0
32.812886,69.969686,3,37
32.81304,69.969922,3,4
32.813311,73.884332,3,0
32.81493,67.766708,3,22
32.81493,67.766708,3,18
32.81493,67.766708,3,5
32.81493,67.766708,3,9
32.81493,67.766708,3,5
32.81493,67.766708,3,3
32.816136,67.762998,1,4
32.816136,67.762998,1,0
32.816136,67.762998,1,1
32.816136,67.762998,2,5
32.816136,67.762998,2,3
32.816136,67.762998,2,14
32.816136,67.762998,2,1
32.816136,67.762998,3,3
32.816136,67.762998,3,0
32.816136,67.762998,3,8
32.816136,67.762998,6,7
32.817004,67.770057,3,1
32.817287,13.010505,2,2
32.817287,13.010505,3,0
32.81967,44.278909,3,16
32.820605,70.783024,6,0
32.820965,70.779491,3,0
32.821037,67.745792,3,1
32.821074,70.779198,3,43
32.82147,70.779234,3,11
32.82186,70.774854,3,0
32.821949,70.774323,2,3
32.821949,70.774323,3,0
32.821949,70.774323,3,0
32.82221,70.781819,3,0
32.822552,70.775128,2,2
32.822732,70.780786,3,5
32.823406,44.431367,3,11
32.824731,70.067644,3,8
32.824788,68.504455,3,10
32.827433,70.782079,3,0
32.830444,67.771199,3,6
32.83077,70.49771,3,8
32.832778,67.291944,3,8
32.839077,67.853264,3,3
32.84243,68.071923,9,4
32.8425,36.34,3,2
32.842592,-117.272276,2,1
32.846856,12.229672,2,2
32.847222,66.05,1,5
32.847222,66.05,2,4
32.847222,66.05,2,1
32.847222,66.05,3,13
32.847222,66.05,3,12
32.847222,66.05,3,2
32.847222,66.05,3,11
32.847222,66.05,3,2
32.847222,66.05,3,5
32.847222,66.05,3,4
32.847222,66.05,3,8
32.847222,66.05,6,1
32.847222,66.05,9,0
32.847222,66.05,9,4
32.847222,66.05,9,2
32.849154,35.068172,3,1
32.84974,66.042742,6,1
32.850101,13.090282,3,0
32.850273,66.04594,3,10
32.850699,68.460587,3,3
32.851471,74.071957,3,3
32.851768,68.454987,1,7
32.851832,66.053904,9,1
32.853333,68.449722,2,1
32.853333,68.449722,2,1
32.853333,68.449722,3,3
32.853333,68.449722,3,2
32.853333,68.449722,3,2
32.853482,68.463771,3,2
32.85356,68.464158,2,1
32.853922,44.2204,3,5
32.853922,66.049404,3,6
32.854293,70.219997,3,3
32.860988,44.221344,3,2
32.861304,67.180975,3,2
32.861304,67.180975,3,6
32.861513,69.126826,3,40
32.861513,69.126826,3,7
32.861513,69.126826,3,3
32.862574,44.224777,3,4
32.865458,44.212411,1,1
32.865458,44.212411,3,0
32.865634,44.21235,3,6
32.8657,44.21235,1,1
32.8657,44.21235,1,4
32.8657,44.21235,1,4
32.8657,44.21235,1,1
32.8657,44.21235,2,55
32.8657,44.21235,2,1
32.8657,44.21235,2,4
32.8657,44.21235,2,4
32.8657,44.21235,2,2
32.8657,44.21235,2,2
32.8657,44.21235,3,15
32.8657,44.21235,3,1
32.8657,44.21235,3,2
32.8657,44.21235,3,1
32.8657,44.21235,3,3
32.8657,44.21235,8,1
32.86581,44.214286,3,0
32.865833,70.448333,3,0
32.866417,44.214574,3,5
32.867909,44.217482,5,5
32.868812,68.940836,1,9
32.873172,13.136973,3,3
32.873611,44.390278,3,2
32.873611,44.390278,3,16
32.874079,70.027089,1,2
32.874079,70.027089,2,1
32.874079,70.027089,3,3
32.874079,70.027089,3,10
32.874588,13.193554,1,1
32.874886,44.281016,3,45
32.875121,13.187684,9,1
32.875368,13.187944,6,0
32.875369,13.187944,4,0
32.875531,13.186857,1,0
32.875551,13.191719,7,0
32.87596,13.189657,6,0
32.876051,13.187935,6,0
32.876127,13.186233,6,0
32.876127,13.189659,7,0
32.876174,13.187507,1,0
32.876174,13.187507,1,1
32.876174,13.187507,2,2
32.876174,13.187507,2,7
32.876174,13.187507,2,0
32.876174,13.187507,2,5
32.876174,13.187507,2,442
32.876174,13.187507,2,1
32.876174,13.187507,3,0
32.876174,13.187507,3,5
32.876174,13.187507,3,0
32.876174,13.187507,6,0
32.876174,13.187507,6,0
32.876174,13.187507,6,0
32.876174,13.187507,6,0
32.876174,13.187507,6,0
32.876174,13.187507,7,0
32.876494,70.114837,2,32
32.877767,70.115811,3,4
32.877857,13.177993,2,1
32.878434,13.186913,3,0
32.878436,44.387399,3,19
32.878436,44.387399,3,0
32.878436,44.387399,3,50
32.878436,44.387399,3,2
32.878436,44.387399,3,1
32.878436,44.387399,3,14
32.878436,44.387399,3,4
32.878436,44.387452,3,7
32.878436,44.387452,3,0
32.878436,44.387452,3,10
32.878436,44.387452,3,11
32.878555,66.096147,3,12
32.879011,13.186226,3,0
32.879011,13.186226,3,0
32.879011,13.186226,3,0
32.879011,13.186226,7,0
32.879083,13.165741,3,0
32.879502,-111.757352,7,0
32.879882,66.150174,3,4
32.880085,13.336187,3,0
32.880704,66.122368,3,7
32.880885,44.385624,3,5
32.880966,66.122818,2,2
32.880966,66.122818,3,6
32.881667,70.916389,3,0
32.881831,13.339933,6,0
32.881882,13.20222,3,0
32.881894,13.338547,6,1
32.881894,44.387856,3,2
32.883272,44.349558,3,18
32.884051,67.90467,2,5
